name,price,unit_price,description,availability,regular_price,discounted_price,discount_percent,discount_type,discount_period,category,market,last_updated
ГРАВ СО ДИМЕНО,129,100 гр = 32.3,CARNEX ГРАВ СО,Да,129,,,,,Останато,KAM,2025-04-18
ТОСТ ЛЕБ МИКС,64,100 гр = 18.3,2ITO LUKS ТОСТ,Да,64,,,,,Хлеб и пекарски производи,KAM,2025-04-18
КРИЛЦА ПИЛЕШКИ,167,100 гр = 27.8,PINDOS КРИЛЦА,Да,167,,,,,Останато,KAM,2025-04-18
МАРГ. ГОТВ.САНА,46,100 гр = 18.4,SANA МАРГАРИН,Да,46,,,,,Останато,KAM,2025-04-18
МАРГ. ДЕЛИ РЕФ.,109,100 гр = 21.8,DELI МАРГАРИН СО,Да,109,,,,,Останато,KAM,2025-04-18
МАСЛО,87,,,Да,87,,,,,Останато,KAM,2025-04-18
МАСЛО БРИЛИЈАНТ,88,,,Да,88,,,,,Останато,KAM,2025-04-18
ПАВЛАКА 12%,123,100 гр = 14.5,BELLA FARM,Да,139,,,,,Млеко и млечни производи,KAM,2025-04-18
ГРАВ ПОСЕН,72,100 гр = 18.0,SOLIS ГРАВ ПОСЕН,Да,72,,,,,Останато,KAM,2025-04-18
ГРАВ,95,100 гр = 23.8,SOLIS ГРАВ СО,Да,95,,,,,Останато,KAM,2025-04-18
МАЈОНЕЗ ТОМИ,159,,,Да,188,,,,,Останато,KAM,2025-04-18
СОК РИО МУЛТИ 11,65,,,Да,65,,,,,Пијалоци,KAM,2025-04-18
КАКАО ФИЕСТА,69,100 гр = 69.0,FIESTA КАКАО ВО,Да,69,,,,,Слатки и бонбони,KAM,2025-04-18
ПИЈАЛОК КОКА,92,,,Да,92,,,,,Пијалоци,KAM,2025-04-18
ЛУТЕНИЦА 690ГР,199,100 гр = 28.8,SUNNY FANTASY,Да,199,,,,,Останато,KAM,2025-04-18
ЛИМОНОВ СОК ЛЕ,32,,,Да,32,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ФАНТА,85,,,Да,85,,,,,Пијалоци,KAM,2025-04-18
СОК,86,,,Да,86,,,,,Пијалоци,KAM,2025-04-18
СОКЧЕ ЈУВИТАНА,41,,,Да,41,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ФРУКТАЛ,55,,,Да,55,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ШВЕПС,78,,,Да,78,,,,,Пијалоци,KAM,2025-04-18
КАШИЧКИ ХИП,63,100 гр = 50.4,HIPP ОВОШНА,Да,63,,,,,Останато,KAM,2025-04-18
СОК ЛАВИТА,79,,,Да,79,,,,,Пијалоци,KAM,2025-04-18
СОК ЈАБ.ЛАВИТА,117,,,Да,117,,,,,Пијалоци,KAM,2025-04-18
СОК ЈАБОЛКО,67,,,Да,67,,,,,Овошје и зеленчук,KAM,2025-04-18
СОК ОД,67,,,Да,67,,,,,Пијалоци,KAM,2025-04-18
НЕКТАР,78,,,Да,78,,,,,Останато,KAM,2025-04-18
Л.ЧАЈ ФРУКТАЛ,43,,,Да,43,,,,,Пијалоци,KAM,2025-04-18
МАЛИЏАНО САНИ,80,100 гр = 23.5,SUNNY FANTASY,Да,80,,,,,Останато,KAM,2025-04-18
АЈВАР ЛУТ,229,100 гр = 33.7,SUNNY FANTASY,Да,229,,,,,Останато,KAM,2025-04-18
АЈВАР ПРЕМИУМ,145,100 гр = 42.6,SUNNY FANTASY,Да,145,,,,,Останато,KAM,2025-04-18
СОК ПРАСКА,16,,,Да,16,,,,,Пијалоци,KAM,2025-04-18
СОК ПР./ЈАБ.,16,,,Да,16,,,,,Пијалоци,KAM,2025-04-18
СОК КОКТЕЛ,43,,,Да,43,,,,,Пијалоци,KAM,2025-04-18
НЕКТАР ПОРТОКАЛ,90,,,Да,90,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК КЛАСИК,60,,,Да,60,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК,60,,,Да,60,,,,,Пијалоци,KAM,2025-04-18
ВИНО ГРАНДЕ,185,,,Да,185,,,,,Останато,KAM,2025-04-18
ВИНО ГРАНДЕ,185,,,Да,185,,,,,Останато,KAM,2025-04-18
КВАСЕЦ СУВ ЗИКО,10,100 гр = 100.0,ZIKO КВАСЕЦ СУВ,Да,10,,,,,Останато,KAM,2025-04-18
ВИНО ТГА ЗА ЈУГ,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ВИНО ГРАНДЕ,219,,,Да,219,,,,,Останато,KAM,2025-04-18
НЕКТАР ПРЕМИУМ,67,,,Да,67,,,,,Останато,KAM,2025-04-18
ВИНО ТИКВЕШ,315,,,Да,315,,,,,Останато,KAM,2025-04-18
РАКИЈА ТИКВЕШ,669,,,Да,669,,,,,Останато,KAM,2025-04-18
АЈВАР БЛАГ,229,100 гр = 33.7,SUNNY FANTASY,Да,229,,,,,Останато,KAM,2025-04-18
МАСТИКА ГРОЗД,799,,,Да,799,,,,,Останато,KAM,2025-04-18
НЕКТАР ПРИЗМА,87,,,Да,87,,,,,Останато,KAM,2025-04-18
ВИСКИ ЏЕЈМИСОН 1.,179,,,Да,,,,,,Останато,KAM,2025-04-18
РАКИЈА ЧАРДАК,499,,,Да,569,,,,,Останато,KAM,2025-04-18
ОЦЕТ БАЛС. ЛЕ,85,,,Да,85,,,,,Останато,KAM,2025-04-18
ПЧЕНКА СЛАТКА,47,100 гр = 21.4,SUNNY FANTASY,Да,47,,,,,Слатки и бонбони,KAM,2025-04-18
БАЛЗАМИКО КРЕМ,95,,,Да,95,,,,,Слатки и бонбони,KAM,2025-04-18
КОКТЕЛ ТРОПСКО,84,100 гр = 24.7,SUNNY FANTASY,Да,84,,,,,Останато,KAM,2025-04-18
ПИПЕРКА,72,100 гр = 20.6,SUNNY FANTASY,Да,72,,,,,Овошје и зеленчук,KAM,2025-04-18
ДОМ.ПИРЕ,40,100 гр = 8.0,NECTAR TOMATELLO,Да,40,,,,,Останато,KAM,2025-04-18
ПАСИРАН ДОМАТ,34,,,Да,34,,,,,Овошје и зеленчук,KAM,2025-04-18
ПЕЧУРКИ САНИ,95,100 гр = 13.2,SUNNY FANTASY,Да,95,,,,,Останато,KAM,2025-04-18
ПИПЕРКА КАПИЈА,74,100 гр = 18.5,SUNNY FANTASY,Да,74,,,,,Овошје и зеленчук,KAM,2025-04-18
ПИПЕРКА ПЕЧЕНА,105,100 гр = 15.4,SUNNY FANTASY,Да,105,,,,,Овошје и зеленчук,KAM,2025-04-18
СОЈА СОС ДЕРОНИ,78,,,Да,78,,,,,Останато,KAM,2025-04-18
ЦВЕКЛО САНИ,55,100 гр = 13.8,SUNNY FANTASY,Да,55,,,,,Останато,KAM,2025-04-18
КОРНИШОНИ,73,100 гр = 10.7,SUNNY FANTASY,Да,73,,,,,Останато,KAM,2025-04-18
АЈВЕР,92,100 гр = 13.9,SUNNY FANTASY,Да,92,,,,,Останато,KAM,2025-04-18
ФЕФЕРОНИ ЛУТИ,48,100 гр = 26.7,SUNNY FANTASY,Да,48,,,,,Останато,KAM,2025-04-18
"КОРНИШОНИ 2,35",155,,,Да,155,,,,,Останато,KAM,2025-04-18
ФЕФЕРОНИ 630ГР,74,100 гр = 21.8,SUNNY FANTASY,Да,74,,,,,Останато,KAM,2025-04-18
АЈВАР БЕЈЗИК ЛУТ,92,100 гр = 13.9,SUNNY FANTASY,Да,92,,,,,Останато,KAM,2025-04-18
АНАНАС ПАРЧИЊА,84,100 гр = 14.9,SUNNY FANTASY,Да,84,,,,,Останато,KAM,2025-04-18
АНАНАС ЦЕЛИ,129,100 гр = 26.3,SUNNY FANTASY,Да,129,,,,,Останато,KAM,2025-04-18
ТОПЛО ЧОКОЛАДО,34,100 гр = 34.0,FIESTA ИНСТАНТ,Да,34,,,,,Слатки и бонбони,KAM,2025-04-18
ДОМ.ПИРЕ ЛЕБОН,53,100 гр = 14.7,LE BON ДОМАТНО,Да,53,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ЧАЕН КОЛБАС,231,100 гр = 79.7,ZLATIBORAC,Да,231,,,,,Месо и месни производи,KAM,2025-04-18
ЧОКО СТОБИ,39,100 гр = 65.0,VITAMINKA CHOCO,Да,39,,,,,Останато,KAM,2025-04-18
ДОМЕСТОС 0.75Л,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ОМЕКНУВАЧ ОРНЕЛ,205,,,Да,205,,,,,Останато,KAM,2025-04-18
АБРАЗИВ АРФ,89,,,Да,89,,,,,Останато,KAM,2025-04-18
АБРАЗИВ АРФ,89,,,Да,89,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ДАВИДОФ,190,,,Да,190,,,,,Останато,KAM,2025-04-18
ВАРИКИНА,48,,,Да,48,,,,,Останато,KAM,2025-04-18
КИСЕЛИНА СОЛНА,48,,,Да,48,,,,,Останато,KAM,2025-04-18
КРПА ЗА САДОВИ,35,,,Да,35,,,,,Останато,KAM,2025-04-18
КОНДОМИ,99,,,Да,99,,,,,Останато,KAM,2025-04-18
СУНГЕР.САДОВИ,28,,,Да,28,,,,,Останато,KAM,2025-04-18
ЕВРИ ДЕЈ ВЛОШКИ,138,,,Да,138,,,,,Останато,KAM,2025-04-18
КРПА ЗА ПОД 2/1,69,,,Да,69,,,,,Останато,KAM,2025-04-18
РАИД ЛЕТАЧКИ,165,,,Да,165,,,,,Останато,KAM,2025-04-18
ГЕЛ ЗА,169,,,Да,169,,,,,Останато,KAM,2025-04-18
КРПА ЗА СТАКЛО,56,,,Да,56,,,,,Останато,KAM,2025-04-18
КРПА УНИВЕРЗ 6/1,62,,,Да,62,,,,,Останато,KAM,2025-04-18
КОНДОМИ ДУРЕКС,99,,,Да,99,,,,,Останато,KAM,2025-04-18
КЕСИ ЗА,42,,,Да,42,,,,,Останато,KAM,2025-04-18
ЖИЦА ЗА САДОВИ,29,,,Да,29,,,,,Останато,KAM,2025-04-18
КРПА СУНЃЕРЕСТА,66,,,Да,66,,,,,Останато,KAM,2025-04-18
ВЛОШКИ ОЛВЕЈС,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ВЛОШКИ ОЛВЕЈС,149,,,Да,149,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ФИТ СКАЈ,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ХЕЕТС,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ХЕЕТС,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ПАМУЧНА ВАТА,45,100 гр = 45.0,LALIN ПАМУЧНА,Да,45,,,,,Останато,KAM,2025-04-18
ВИНСТОН Х СТИЛ,140,,,Да,140,,,,,Останато,KAM,2025-04-18
СПРЕЈ ДЕО ЗА,99,,,Да,99,,,,,Останато,KAM,2025-04-18
МАРАМИЦИ,11,,,Да,11,,,,,Останато,KAM,2025-04-18
МАРАМИЦИ ВЛАЖ.,51,,,Да,51,,,,,Останато,KAM,2025-04-18
ПАНЦЕТА ПИК,119,100 гр = 119.0,PIK VRBOVEC,Да,119,,,,,Останато,KAM,2025-04-18
ОЗОНЕР ЕРВИК 250,209,,,Да,209,,,,,Останато,KAM,2025-04-18
СПРЕЈ ЗА,119,,,Да,119,,,,,Останато,KAM,2025-04-18
"ВРЕЌА ГУБРЕ 10/1,",105,,,Да,105,,,,,Останато,KAM,2025-04-18
ПОСЕБНА ЕКСТРА,49,100 гр = 24.5,PERUTNINA PTUJ,Да,49,,,,,Останато,KAM,2025-04-18
"ВРЕЌИ ГУБРЕ 10/1,",139,,,Да,139,,,,,Останато,KAM,2025-04-18
СИЈАЛИЦА КАЗА,49,,,Да,49,,,,,Останато,KAM,2025-04-18
СИЈАЛИЦА КАЗА,55,,,Да,55,,,,,Останато,KAM,2025-04-18
ЛЕБ ГРАХАМ,45,100 гр = 9.0,ЖИТО ЛУКС ЛЕБ,Да,45,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ПАШТЕТА КАРНЕКС,36,100 гр = 37.9,CARNEX ЈЕТРЕНА,Да,36,,,,,Останато,KAM,2025-04-18
МЛЕКО БИОКУРА,139,,,Да,139,,,,,Млеко и млечни производи,KAM,2025-04-18
ШАМПОН ЛЛ,55,,,Да,55,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН ЛЛ ЗА,55,,,Да,55,,,,,Производи за домаќинство,KAM,2025-04-18
МАИЦА ЖЕНСКА,19,,,Да,19,,,,,Останато,KAM,2025-04-18
КРЕМА ВЕЕТ ЗА,145,,,Да,145,,,,,Слатки и бонбони,KAM,2025-04-18
САПУН,92,,,Да,92,,,,,Производи за домаќинство,KAM,2025-04-18
САПУН ТЕЧЕН ЛЛ,48,,,Да,48,,,,,Производи за домаќинство,KAM,2025-04-18
ЛЕБ РЖАН БАШ,89,100 гр = 17.8,BA[ SOMUN ЛЕБ,Да,89,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ЛЕНТИ ВЕЕТ 20/1,245,,,Да,245,,,,,Останато,KAM,2025-04-18
КУПКА ЛЛ,92,,,Да,92,,,,,Останато,KAM,2025-04-18
ПРШУТА КРУДО,159,100 гр = 132.5,BERETTA ПРШУТА,Да,159,,,,,Месо и месни производи,KAM,2025-04-18
БРЕСАОЛА,165,100 гр = 235.7,BERETTA БРЕСАОЛА,Да,165,,,,,Останато,KAM,2025-04-18
БУЏОЛА СВИНСКИ,139,100 гр = 139.0,BERETTA СВИНСКИ,Да,139,,,,,Останато,KAM,2025-04-18
БЛАЗНИЦИ,40,,,Да,40,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ЛД КЛУБ,135,,,Да,135,,,,,Останато,KAM,2025-04-18
"ШАМПОН В&Г,",198,,,Да,198,,,,,Производи за домаќинство,KAM,2025-04-18
КУПКА ЛЛ М&М,92,,,Да,92,,,,,Останато,KAM,2025-04-18
МАИЦА МАШКА,349,,,Да,349,,,,,Останато,KAM,2025-04-18
ЛЕБ ИНТЕГРАЛЕН,52,100 гр = 10.4,ЖИТО ЛУКС ЛЕБ,Да,52,,,,,Хлеб и пекарски производи,KAM,2025-04-18
ЦИГАРИ ЛД ПИНК,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ЛД,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ШАМПОН В&Г 2ВО1,198,,,Да,198,,,,,Производи за домаќинство,KAM,2025-04-18
"ШАМПОН В7Г,",198,,,Да,198,,,,,Производи за домаќинство,KAM,2025-04-18
ЦИГАРИ ВИНСТОН,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ДЕО РЕКСОНА ЗА,135,,,Да,135,,,,,Останато,KAM,2025-04-18
ДЕО РЕКСОНА ЗА,135,,,Да,135,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ВИНСТОН,160,,,Да,160,,,,,Останато,KAM,2025-04-18
НОЖЕЊА БИК,155,,,Да,155,,,,,Останато,KAM,2025-04-18
ЦИГАРИ МАРЛБОРО,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ДАВИДОВ,150,,,Да,150,,,,,Останато,KAM,2025-04-18
"НОЖЕ БИК 2СЕЧ, 6",119,,,Да,119,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ЛАКИ,150,,,Да,150,,,,,Останато,KAM,2025-04-18
ЦИГАРИ РОТМАНС,135,,,Да,135,,,,,Останато,KAM,2025-04-18
ЦИГАРИ,140,,,Да,140,,,,,Останато,KAM,2025-04-18
БАР ГРАНОЛА,74,100 гр = 24.7,VITALIA ГРАНОЛА,Да,74,,,,,Останато,KAM,2025-04-18
ХРАНА ЗА МАЧЕ,135,,,Да,135,,,,,Храна за миленици,KAM,2025-04-18
ПЕСОК ЗА МАЧКИ,299,,,Да,299,,,,,Пијалоци,KAM,2025-04-18
ХРАНА ЗА КУЧЕ,379,,,Да,379,,,,,Храна за миленици,KAM,2025-04-18
ХРАНА ЗА МАЧ.1,135,,,Да,135,,,,,Храна за миленици,KAM,2025-04-18
СЛАДОЛЕД КОРНЕТ,27,,,Да,27,,,,,Останато,KAM,2025-04-18
СЛАД.ГУЛИВЕР,50,,,Да,50,,,,,Останато,KAM,2025-04-18
ЗАЧИН ЛУК ТЕГЛА,59,100 гр = 84.3,CADEA ЛУК ВО,Да,59,,,,,Останато,KAM,2025-04-18
ПЛИНСКА БОЦА,35,100 гр = 18.4,CONTINENT,Да,35,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,179,,,Да,179,,,,,Останато,KAM,2025-04-18
ДОКОЛЕНКИ,23,,,Да,23,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ЧОРАПИ ТЕРМО,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ЧОРАПИ ТЕРМО,45,,,Да,45,,,,,Останато,KAM,2025-04-18
САПУН ЛАЛИН МЕД,29,100 гр = 19.3,LALIN САПУН МЕД И,Да,29,,,,,Производи за домаќинство,KAM,2025-04-18
ПАСТА,55,,,Да,55,,,,,Останато,KAM,2025-04-18
"ПАСТА ДЕНТ,",55,,,Да,55,,,,,Останато,KAM,2025-04-18
РАКАВИЦИ ГУМЕНИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
"ПАСТА ДЕНТ,",55,,,Да,55,,,,,Останато,KAM,2025-04-18
ЗАЧИН ВЕГЕТА,77,100 гр = 25.7,VEGETA ЗАЧИН,Да,77,,,,,Останато,KAM,2025-04-18
КРПА ПРАШИНА 2/1,37,,,Да,37,,,,,Останато,KAM,2025-04-18
КАРИ КАДЕА 45 ГР,40,100 гр = 88.9,CADEA КАРИ,Да,40,,,,,Останато,KAM,2025-04-18
САПУН ДОВЕ 90ГР,48,100 гр = 53.3,DOVE САПУН,Да,48,,,,,Производи за домаќинство,KAM,2025-04-18
ХУЛАХОПКИ УРБАН,115,,,Да,115,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ УРБАН,115,,,Да,115,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ УРБАН,115,,,Да,115,,,,,Останато,KAM,2025-04-18
РАКАВИЦИ ГУМЕНИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ХУЛАХОПКИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
ЦИГАРИ РОТМАНС,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ВИНСТОН,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ПУДРА ДЕТСКА,95,100 гр = 95.0,BECUTAN ПУДРА,Да,95,,,,,Останато,KAM,2025-04-18
СТАПЧИЊА,29,,,Да,29,,,,,Останато,KAM,2025-04-18
СЕМКА ЛУПЕНА,42,100 гр = 42.0,SALUTI СЕМКИ,Да,42,,,,,Останато,KAM,2025-04-18
РЕСАНА ФРУТИ,34,100 гр = 30.4,VITAMINKA -FRUTTI,Да,34,,,,,Останато,KAM,2025-04-18
ПАВЛ. КИС З.ДОЛ.,30,100 гр = 16.7,ZELENE DOLINE,Да,30,,,,,Останато,KAM,2025-04-18
ТЕТРАТКА А5,21,,,Да,21,,,,,Останато,KAM,2025-04-18
ТЕТРАТКА А4,45,,,Да,45,,,,,Останато,KAM,2025-04-18
РАНЕЦ УЧИЛИШЕН,352,,,Да,352,,,,,Останато,KAM,2025-04-18
ЦВЕЌЕ ДРАЦАЕНА,259,,,Да,259,,,,,Останато,KAM,2025-04-18
СУВ МАГДОНОС,15,100 гр = 30.0,GUSTO МАГДАНОС,Да,15,,,,,Останато,KAM,2025-04-18
БУКОВЕЦ ЛУТ,15,100 гр = 30.0,GUSTO БУКОВЕЦ,Да,15,,,,,Останато,KAM,2025-04-18
ДВОПЕК,74,100 гр = 29.6,ELITE ДВОПЕК,Да,74,,,,,Останато,KAM,2025-04-18
ДВОПЕК ‘РЖАН,62,100 гр = 34.4,ELITE ДВОПЕК,Да,62,,,,,Останато,KAM,2025-04-18
БРУСНИЦА СУВА,54,100 гр = 54.0,VITA БРУСНИЦА,Да,54,,,,,Останато,KAM,2025-04-18
АФИОН СЕМЕ 100ГР,35,,,Да,35,,,,,Останато,KAM,2025-04-18
УРМА СУВА БЕЗ,59,100 гр = 23.6,VITA УРМА СУВА,Да,59,,,,,Останато,KAM,2025-04-18
СУВА ЦРВЕНА,35,100 гр = 70.0,GUSTO ЦРВЕНА,Да,35,,,,,Останато,KAM,2025-04-18
МИКС ЗЕЛЕНЧУК,20,100 гр = 40.0,GUSTO СУШЕН,Да,20,,,,,Овошје и зеленчук,KAM,2025-04-18
СУВ ДОМАТ 50 Г,19,100 гр = 38.0,СУШЕН ДОМАТ,Да,19,,,,,Овошје и зеленчук,KAM,2025-04-18
ЛЕНЕНО СЕМЕ,13,100 гр = 13.0,VITA ЛЕНЕНО СЕМЕ,Да,13,,,,,Останато,KAM,2025-04-18
СУВ ДОМАТ 50 Г,40,100 гр = 80.0,ДОМАТ СУВ,Да,40,,,,,Овошје и зеленчук,KAM,2025-04-18
ВРЕЌА ЗА ЃУБРЕ,39,,,Да,39,,,,,Останато,KAM,2025-04-18
ВРЕЌА ЗА ЃУБРЕ,99,,,Да,99,,,,,Останато,KAM,2025-04-18
ВРЕЌИ ЗА ЃУБРЕ,52,,,Да,52,,,,,Останато,KAM,2025-04-18
ВРЕЌА ЗА ЃУБРЕ,62,,,Да,62,,,,,Останато,KAM,2025-04-18
ВРЕЌА ЗА ЃУБРЕ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
БАГЕТ БЕЛ,38,100 гр = 13.6,DEMETRA БАГЕТ,Да,38,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ВЕСТ,150,,,Да,150,,,,,Останато,KAM,2025-04-18
ТУНА БЛУ СИ,295,100 гр = 52.7,BLUE SEA ТУНА,Да,295,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ЖАДЕ БЛУ,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЦИГАРИ БОСС,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ЦИГАРИ БОСС,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЦИГАРИ РОДЕО,135,,,Да,135,,,,,Останато,KAM,2025-04-18
ГУМА ЗА ЏВАКАЊЕ,36,,,Да,36,,,,,Останато,KAM,2025-04-18
ЦИГАРИ РОДЕО,140,,,Да,140,,,,,Останато,KAM,2025-04-18
ЈАТКАСТ БАР ВИТА,37,100 гр = 92.5,VITA ЈАТКАСТ БАР,Да,37,,,,,Останато,KAM,2025-04-18
ЈАТКАСТ БАР ВИТА,37,100 гр = 92.5,VITA ЈАТКАСТ БАР,Да,37,,,,,Останато,KAM,2025-04-18
ЈАТКАСТ БАР ВИТА,32,100 гр = 80.0,VITA ЈАТКАСТ БАР,Да,32,,,,,Останато,KAM,2025-04-18
СЛАД.РОЛАТ,125,,,Да,149,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД,42,,,Да,42,,,,,Останато,KAM,2025-04-18
ВИТА СИРОВ БАР,75,100 гр = 83.3,VITA СИРОВ БАР,Да,75,,,,,Останато,KAM,2025-04-18
ВИТА СИРОВ БАР,75,100 гр = 83.3,VITA 100% СИРОВ,Да,75,,,,,Останато,KAM,2025-04-18
СЕТ ЛИНИЈАРИ 4/1,20,,,Да,20,,,,,Останато,KAM,2025-04-18
ФЛОМАСТЕРИ 12/1,35,,,Да,35,,,,,Останато,KAM,2025-04-18
ПУКАНКИ САЛУТИ,22,100 гр = 17.6,SALUTI ПУКАНКИ,Да,22,,,,,Останато,KAM,2025-04-18
ТЕТРАТКА А5,14,,,Да,14,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДНИ,159,100 гр = 63.6,JEDEN TAG ПЕНАСТ,Да,159,,,,,Слатки и бонбони,KAM,2025-04-18
КИКИРИКИ ЦРВЕНИ,65,100 гр = 16.3,SALUTI КИКИРИКИ,Да,65,,,,,Останато,KAM,2025-04-18
КИКИРИКИ ЦРВЕНИ,62,100 гр = 15.5,SALUTI КИКИРИКИ,Да,62,,,,,Останато,KAM,2025-04-18
ПЕНА ЗА БРИЧЕЊЕ,145,,,Да,145,,,,,Останато,KAM,2025-04-18
ЗЕЛЕНИ,105,100 гр = 21.0,SUNNY FANTASY,Да,105,,,,,Останато,KAM,2025-04-18
КОМПОТ ОД,95,100 гр = 28.8,SUNNY FANTASY,Да,95,,,,,Останато,KAM,2025-04-18
ПИВАРКИ 300 Г,64,100 гр = 21.3,LARINA ПИВАРКИ,Да,64,,,,,Останато,KAM,2025-04-18
ПЕЧУРКИ КАМКО,95,100 гр = 28.8,SUNNY FANTASY,Да,112,,,,,Останато,KAM,2025-04-18
ЕКЛЕР 350г,73,100 гр = 20.9,МИКИ ПРОМ ЕКЛЕР,Да,73,,,,,Останато,KAM,2025-04-18
ПЧЕНИЦА КАМКО,37,100 гр = 7.4,КАМКО ПЧЕНИЦА,Да,37,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ ТОПЕНО,82,100 гр = 58.6,PRESIDENT ТОПЕНО,Да,82,,,,,Млеко и млечни производи,KAM,2025-04-18
СВЕЌА ПИЛАР,55,,,Да,55,,,,,Останато,KAM,2025-04-18
ЗАШТИТНА МАСКА,32,,,Да,32,,,,,Останато,KAM,2025-04-18
СВЕЌА ЦИТРОНЕЛА,199,,,Да,199,,,,,Останато,KAM,2025-04-18
НАМАЗ ОД ХУМУС,69,100 гр = 34.5,НАМАЗ ОД ХУМУС,Да,69,,,,,Останато,KAM,2025-04-18
САПУН РУБИС,15,100 гр = 20.0,RUBIS САПУН OCEAN,Да,15,,,,,Производи за домаќинство,KAM,2025-04-18
БОНБОНИЕРА,162,100 гр = 81.0,SCHLUCKWERDER,Да,162,,,,,Слатки и бонбони,KAM,2025-04-18
НАМАЗ ХУМУС СО,69,100 гр = 34.5,НАМАЗ ОД ХУМУС,Да,69,,,,,Останато,KAM,2025-04-18
